AF	AF_W	Low	Burkina Faso	692	1201	2736	3.8	4.4	6.4	17	19.1	22.7	58.07	19632147	0.402	611
AF	AF_E	Low	Burundi	468	844	1944	4.2	4.9	6.8	17.6	18.5	21.8	56.07	10400938	0.404	245
AF	AF_W	Lower-middle	Cape Verde	35	64	145	6.7	10.4	20.5	24.5	30.8	38.4	72.97	531239	0.648	
AS	AS_S	Low	Cambodia	1053	1972	3969	6.8	10.4	17.6	23.9	28.6	34.5	67.61	15848495	0.563	1159
AF	AF_M	Lower-middle	Cameroon	1131	1728	3930	4.8	5.2	8.1	18.5	20.8	24.9	54.87	23248044	0.518	1217
NA	AM_N	High	Canada	8021	11858	14320	22.3	29.4	32.4	40.6	43.5	45.5	81.78	36697000	0.92	43206
AF	AF_M	Low	Central African Rep.	287	404	880	5.9	6.2	10	20	22.9	27.7	49.53	4659080	0.352	333
AF	AF_M	Low	Chad	555	867	1886	4	4	5.4	16	17.9	21.7	51.13	14900000	0.396	7932
E	E_N	High	Channel Islands	39	54	63	23.6	31	34.9	42.6	46.1	48	80.45			713
LAC	AM_S	High	Chile	2818	4800	7100	15.7	23.7	32.9	34.4	40.1	46.9	81.21	17373831	0.847	13416
AS	AS_E	Upper-middle	China	209240	358146	491533	15.2	25.3	36.5	37	43.2	49.6	75.43	1387100000	0.738	8109
AS	AS_E	High	Hong Kong	1581	2670	3334	21.7	33.6	40.9	43.2	48.6	52.7	83.74	7389500	0.891	42431
AS	AS_E	High	Macao	87	185	289	14.8	25.7	34.5	37.9	43.7	47	80.3	648300	0.892	78586
AS	AS_E	High	Taiwan	4354	7243	9212	18.6	31.3	44.3	39.7	48.1	56.2	79.26	23557467	0.882	20925
LAC	AM_S	Upper-middle	Colombia	5226	9721	15169	10.8	18.3	27.6	30	36.4	43.4	73.75	49462400	0.727	6056
AF	AF_W	Low	Comoros	36	65	139	4.6	6	9.2	19.7	22.1	26.3	62.83	806153	0.498	1369
AF	AF_E	Lower-middle	Congo	255	414	888	5.5	6.1	8.3	18.7	20.1	23.3	61.42		0.592	486
LAC	AM_C	Upper-middle	Costa Rica	613	1111	1749	12.8	20.5	30.4	31.4	38	45.3	79.16	4947490	0.776	11015
AF	AF_W	Lower-middle	Ivory Coast	1100	1642	3193	4.8	5.1	6.5	18.4	19.8	22.8	50.97		0.474	1413
E	E_S	High	Croatia	1100	1233	1309	25.9	31	36.8	42.8	46.5	49.6	77.05	4154213	0.827	11479
LAC	C	Upper-middle	Cuba	2215	3552	4106	19.4	31.6	39.7	41.2	46.4	51.9	79.16	11239224	0.775	7657
LAC	C	High	Curacao	33	50	54	21.1	28.4	28.7	40.5	41	42.9	77.77	160337		20050
AS	AS_W	High	Cyprus	209	309	465	18	23.7	33.2	35.9	41.9	47.5	79.9	848300	0.856	21942
E	E_E	High	Czech Rep.	2630	3027	3683	24.9	28.9	37	41.5	46.9	48.1	78.35	10588063	0.878	17562
AS	AS_E	Low	Dem. Rep. Korea	3149	5181	6557	12.5	19.4	24.4	33.9	37.3	41	69.91	81339988		648
AF	AF_M	Low	Dem. Rep. Congo	3537	5900	12642	4.6	4.9	6.5	16.9	18.6	22.3	58.1	5261000	0.435	1838
E	E_N	High	Denmark	1401	1764	1885	24.7	29.4	29.9	41.6	42.3	44.1	79.99	5760694	0.925	53149
AF	AF_E	Lower-middle	Djibouti	56	97	183	6.3	9.2	15.5	23.6	27.7	33.4	61.61	956985	0.473	1956
LAC	C	Upper-middle	Dominica											71293	0.726	7051
LAC	C	Upper-middle	Dominican Rep.	1023	1722	2788	9.7	14.2	21.1	26.1	30.6	37.1	73.19	10169172	0.722	6374
LAC	AM_S	Upper-middle	Ecuador	1602	2840	5025	9.9	14.5	21.8	26.6	31.2	37.4	75.54	16837400	0.739	6205
AF	AF_N	Lower-middle	Egypt	7238	11593	23045	7.9	9.9	15.3	24.7	26.5	31	70.84	95912600	0.691	3452
LAC	AM_C	Lower-middle	El Salvador	703	1010	1540	11.5	15.8	24.1	26.7	33.1	41.8	72.64	6581940	0.68	4219
AF	AF_M	High	Eq. Guinea	43	105	167	5.1	8.5	9.2	20.5	22.3	26.5	57.13	1222442	0.592	16344
AF	AF_E	Low	Eritrea	218	339	959	4.2	4.6	9.2	18.6	21.7	26.7	63.07	5069000	0.42	915
E	E_N	High	Estonia	331	361	396	25.2	29.1	35.1	41.7	44.9	45.9	76.52	1352320	0.865	17122
AF	AF_E	Low	Ethiopia	5205	8464	19525	5.2	6.1	10.4	18.6	22.9	29.2	63.13	94352000	0.448	603
O	ME	High	Fiji	83	134	184	9.3	14.3	19.9	27.6	30.5	35.4	69.72	869458	0.736	4922
E	E_N	Upper-middle	Finland	1496	1797	1863	27.2	31.5	32.4	42.5	44.4	45.1	80.53	5509984	0.895	42148
E	E_W	High	France	16249	20321	22592	25.2	29.9	31.8	41.2	43	43.9	81.85	67135000	0.897	36304
LAC	AM_S	High	French Guiana	21	48	93	7.8	12.7	17	24.5	27.6	32	78.98			18161
O	PO	High	French Polynesia	33	62	94	11.6	19.7	28.4	31.5	37.3	43.2	76.12	271800		
AF	AF_M	Upper-middle	Gabon	125	182	375	7.3	7.8	11.8	21.4	24	29	63.65	1811079	0.697	7961
AF	AF_W	Low	Gambia	74	136	293	3.7	4.4	5.9	16.8	18.3	22.1	59.83	2101000	0.452	473
AS	AS_W	Lower-middle	Georgia	770	969	1151	19.3	25.1	33	37.5	42	45	74.64	3718200	0.769	3491
E	E_W	High	Germany	22269	28644	29275	27.6	36.1	39.3	46.2	48.6	51.4	80.66	82800000	0.926	41686
AF	AF_W	Lower-middle	Ghana	1444	2413	4833	5.3	6.5	9.7	20.6	22.7	26.8	61.03	28956587	0.579	1356
E	E_S	High	Greece	2961	3480	3958	27	33.2	40.8	43.6	48.9	52.3	80.6	11183716	0.866	17788
LAC	C	High	Grenada	11	16	28	10.2	14.3	25.1	27.2	33.4	40	73.17	103328	0.754	8934
LAC	C	Upper-middle	Guadeloupe	95	150	169	20.2	30.5	34	39.4	43	45.5	80.56	184200		
O	MI	High	Guam	22	40	57	13	19.9	24.9	30.1	34.3	39.9	78.72	16176133		
LAC	AM_C	Lower-middle	Guatemala	1145	1834	3954	7	8.6	14.2	21.2	25.5	31.5	71.47	62723	0.64	3903
AF	AF_W	Low	Guinea	643	1015	2083	5.1	5.6	7.6	18.5	20.5	24.5	58.04	12717176	0.414	704
AF	AF_W	Low	Guinea-Bissau	98	146	295	5.3	5.7	8.3	19.4	21.4	25.4	54.72	1553822	0.424	530
LAC	AM_S	Lower-middle	Guyana	64	122	111	8.3	14.9	13.8	24.7	29.9	34	66.24	746900	0.638	4279
LAC	C	Low	Haiti	755	1168	2172	7.1	9.3	15.3	23	27.2	33.1	62.29	10911819	0.493	794
LAC	AM_C	Lower-middle	Honduras	581	1044	2187	7.2	10.7	19.5	23.4	29.9	38.2	72.83	8866351	0.625	2522
E	E_E	High	Hungary	2455	2559	2876	24.9	27.6	34.6	41.3	45.7	47.8	74.98	9799000	0.836	12351
E	E_N	High	Iceland	63	94	120	19.2	25.8	30.9	36	40.1	44.3	82.3	343960	0.921	50936
AS	AS_S	Lower-middle	India	116553	190730	330043	8.9	12.5	19.4	26.6	31.2	37.3	67.47	1322970000	0.624	1614
AS	AS_S	Lower-middle	Indonesia	21194	38957	61896	8.2	13.2	19.2	28.4	31.9	36.5	68.59	261890900	0.689	3346
AS	AS_S	Upper-middle	Iran	6502	12745	28754	8.2	14.4	31.2	29.5	38.3	44.7	75.06	80900200	0.774	5038
AS	AS_W	Upper-middle	Iraq	1817	3162	7402	5	5.8	8.8	19.3	21.1	24.3	69.19	38274618	0.649	4509
E	E_N	High	Ireland	861	1267	1792	18.4	24.4	31	36.9	41.3	42.6	80.57	4757976	0.923	60514
AS	AS_W	High	Israel	1278	1808	2758	15.8	18.1	21.9	30.3	31.8	35.2	82.07	8761840	0.899	37129
E	E_S	High	Italy	17108	21605	23016	28.6	36.6	40.7	45.9	50.8	51.7	82.84	60518005	0.887	30462
LAC	C	Upper-middle	Jamaica	357	537	760	12.8	18.7	28	29.1	35.6	43.8	75.44	2730894	0.73	5106
AS	AS_E	High	Japan	41873	44808	45637	33.1	37.3	42.5	46.5	51.5	53.3	83.31	126670000	0.903	34629
AS	AS_W	Upper-middle	Jordan	414	782	1853	5.4	8.6	15.8	22.5	26.3	32.4	73.79	9996940	0.742	4940
AS	AS_E	Upper-middle	Kazakhstan	1882	2889	4182	10.7	14.4	18.6	29.3	31.9	34.3	69.07	18074100	0.794	10312
AF	AF_E	Lower-middle	Kenya	2090	3628	9163	4.5	5.5	9.6	18.9	21.6	25.7	60.62	49699862	0.555	1377
O	MI	Lower-middle	Kiribati	7	13	21	6.1	9.3	12	22.4	24.2	28.4	65.74	113400	0.588	1443
AS	AS_W	High	Kuwait	133	442	1188	3.4	8.9	20.1	31	33.9	37.8	74.28	4132415	0.8	29304
AS	AS_E	Lower-middle	Kyrgyzstan	420	799	1327	7.1	11.3	16.1	25.1	27.5	32.1	70.26	6140200	0.664	1106
AS	AS_S	Lower-middle	Lao PDR	407	685	1491	6	8.1	14.7	21.9	26.4	33.7	65.51	6492400	0.586	1850
E	E_N	High	Latvia	506	524	528	25.7	29	33.1	42.9	44.7	45.3	73.95	1933200	0.83	13704
AS	AS_W	Upper-middle	Lebanon	670	1014	1726	11.5	19.2	30.8	28.5	37.6	46.8	78.86	6082000	0.763	8571
AF	AF_S	Lower-middle	Lesotho	133	132	270	6.2	5.3	9	21	23.1	28	49.5	2233000	0.497	941
AF	AF_W	Low	Liberia	217	361	756	4.8	5.6	8	18.6	21.1	24.7	60.25	4289520	0.427	456
AF	AF_N	Upper-middle	Libya	439	894	1823	7	12	21.8	27.5	31.8	38.4	71.47	6374616	0.716	5488
E	E_W	High	Liechtenstein											37815	0.912	169492
E	E_N	High	Lithuania	719	761	711	25	28.7	29.9	43.1	43.3	44.3	73.07	2814696	0.848	14384
E	E_W	High	Luxembourg	108	168	233	19.1	24.7	29	39.2	41	42.7	81.34	590667	0.898	100161
AF	AF_E	Low	Madagascar	1128	2091	4551	4.7	5.8	8.2	18.7	20.9	24.5	64.5	25571000	0.512	402
AF	AF_E	Low	Malawi	849	1218	3276	4.9	4.6	7.6	17.2	19.3	23.5	60.97	18622000	0.476	373
AS	AS_S	Upper-middle	Malaysia	2785	5196	9593	9.2	14.4	23.6	28.5	34.5	40.5	74.5	32263200	0.789	9768
AS	AS_S	Upper-middle	Maldives	25	51	125	6.8	11.7	25.3	26.4	33.9	41.4	76.36	344023	0.701	9446
AF	AF_W	Low	Mali	706	1100	2618	4	4	5.8	16.2	17.9	21.4	57.23	18542000	0.442	744
E	E_S	High	Malta	107	130	149	25.6	30.4	36.2	41.5	45.8	50.2	80.3	429344	0.856	23281
LAC	C		Martinique	104	151	129	26.2	38.5	35.9	46.1	47	48	81.18			
AF	AF_W	Lower-middle	Mauritania	207	371	724	5.1	6.5	9	19.8	22.1	25.5	62.77	3806719	0.513	1235
AF	AF_E	Upper-middle	Mauritius	188	305	383	14.7	23.3	30.6	35.2	40.4	47.1	74.15	1263820	0.781	9041
AF	AF_E		Mayotte	13	28	66	5.6	8	13.3	19	23.2	29.3	79.34			
LAC	AM_C	Upper-middle	Mexico	12177	22094	40391	9.6	14.9	24.7	27.4	33.1	40.9	76.48	123364426	0.762	8981
O	MI	Lower-middle	Micronesia (Fed. States of)	8	11	16	7.5	9.1	12.2	21.5	25.6	30.9	68.93	102800	0.699	165871
AS	AS_E	Upper-middle	Mongolia	189	420	849	6.4	11.9	21.1	27.3	31.2	35.4	68.89	3175700	0.735	3973
E	E_S	Upper-middle	Montenegro	127	156	175	20.3	25.2	30.5	37.6	41.6	45.5	76.02	622387	0.807	6424
AF	AF_N	Lower-middle	Morocco	3317	6012	10239	9.6	15.1	23.4	28	33.1	38.6	73.61	34471800	0.647	2919
AF	AF_E	Low	Mozambique	1432	2138	4075	5.1	5.2	6.2	17.1	18.9	22.4	54.63	27128530	0.418	529
AS	AS_S	Lower-middle	Myanmar	4786	7982	11965	8.9	13.2	18.8	27.9	32.4	38	65.64	53370609	0.556	1161
AF	AF_S	Upper-middle	Namibia	134	233	477	5.5	7.1	11	21.2	23.9	28.8	64.34	2368747	0.64	4674
AS	AS_S	Low	Nepal	2456	3572	6491	8.6	10.8	17.9	23.1	29.3	38.9	69.03	28825709	0.558	725
E	E_W	High	Netherlands	4148	5633	5852	24.5	32	33.2	42.7	44.7	46.2	81.31	17165600	0.924	44332
O	ME	High	New Caledonia	38	61	91	14.5	19.6	24.9	33.1	36.5	40.8	76.19	268767		33966
O	AU_NZ	High	New Zealand	921	1378	1650	20.3	27	29.4	38	40	43	81.56	4828140	0.915	38294
LAC	AM_C	Lower-middle	Nicaragua	473	878	1838	7.8	12.5	23.4	25.2	31.7	40.1	74.47	6305956	0.645	2087
AF	AF_W	Low	Niger	837	1502	2944	4.2	4.2	4.1	14.8	15.2	17.8	60.65	21477348	0.353	359
AF	AF_W	Lower-middle	Nigeria	8158	12525	25262	4.5	4.8	6.3	17.9	19.3	22.5	52.29	193500543	0.527	2714
E	E_N	High	Norway	1134	1559	1963	21.8	26.2	29.5	39.1	40.9	42.8	81.32	5277762	0.949	74186
AS	AS_W	High	Oman	196	494	1434	4.4	9.4	24.5	29	34.2	40.1	76.33	4573075	0.796	15551
AS	AS_S	Lower-middle	Pakistan	12476	20671	39970	6.6	8.4	12.9	22.5	25.5	30.9	65.88	209343000	0.55	1410
O	MI	Upper-middle	Palau											17950	0.788	12122
AS	AS_W	Lower-middle	Palestine	211	421	1014	4.5	6.2	10.4	19.3	22.3	27.4	72.65	4816503	0.684	2716
LAC	AM_C	Upper-middle	Panama	430	773	1318	10.9	16.2	23.5	28.7	33	38.5	77.32	4037043	0.788	13268
O	ME	Lower-middle	Papua New Guinea	387	671	1322	5.1	6.7	10	21.2	24.3	28.2	62.31	8151300	0.516	2798
LAC	AM_S	Upper-middle	Paraguay	598	942	1629	9	12	18.3	24.9	29.8	35.5	72.74	6953646	0.693	4174
LAC	AM_S	Upper-middle	Peru	3127	5409	9708	10	14.7	23.2	27.5	32.4	38.7	74.15	31826018	0.74	6069
AS	AS_S	Lower-middle	Philippines	7321	12682	20779	7.3	10.3	14	24.2	27.7	32	67.99	104783000	0.682	2904
E	E_E	High	Poland	8753	10657	13038	22.7	28.6	39.3	39.6	46.1	51.8	77.14	38432992	0.855	12355
E	E_S	High	Portugal	2801	3413	3793	27.1	34.7	41.2	44	50.2	52.5	80.55	10309573	0.843	19239
LAC	C	High	Puerto Rico	723	927	1137	19.6	25.5	33.8	36.3	41.4	48.3	79.22	3411307		27939
AS	AS_W	High	Qatar	51	221	633	2.3	7.9	19.8	30.7	34	41	77.89	2634234	0.856	73653
AS	AS_E	High	Korea	9325	16501	21002	18.5	31.4	41.5	40.6	47.5	53.9	81.43	25491000		27397
E	E_E		Moldova	674	858	1090	16.6	22.4	33.6	35.6	42.6	49.3	71.33	3550900		9121
AF	AF_E		Reunion	130	241	305	15.1	25.5	30.9	34.3	38.7	44.4	79.54	19638000		9243
E	E_E	Upper-middle	Romania	4763	5258	5531	24.4	29.8	36.4	42.1	47	48.1	74.46	19638000	0.802	697
E	E_E	High	Russia	28730	33233	36990	20	24	28.8	38.7	42.4	40.8	69.83	146809643	0.804	15772
AF	AF_E	Low	Rwanda	527	989	2551	4.5	6.3	12	19.2	23.2	29.7	63.14	11809300	0.498	7839
LAC	C		Saint Kitts and Nevis											46204	0.765	6739
LAC	C		Saint Lucia	23	39	57	12.5	19.1	27.3	31.2	36.8	43.9	74.81	178844	0.735	4006
LAC	C	Upper-middle	Saint Vincent and the Grenadines	12	21	28	10.9	18.3	25.6	29.8	35.7	42.1	72.75	109991	0.722	49240
O	PO	Lower-middle	Samoa	15	25	34	7.9	12.1	14.1	21.2	24	28.5	73.02	196315	0.704	
AF	AF_M	Lower-middle	Sao Tome and Principe	8	15	34	4.4	5.8	9.6	18.5	21.2	25.5	66.23	33230	0.574	1753
AS	AS_W	High	Saudi Arabia	1582	4324	9610	5	11.1	20.9	28.3	32.3	38.2	74.08	34135000	0.847	20711
AF	AF_W	Lower-middle	Senegal	684	1154	2931	4.5	5.1	8.1	18	19.6	23.5	65.81	15256346	0.494	901
E	E_S	Upper-middle	Serbia	2163	2254	2368	24.4	27.2	32.3	40.6	43.5	46.8	74.65	7058322	0.776	5239
AF	AF_E	High	Seychelles	11	19	27	10.9	19.1	27.4	32.6	37.2	39.7	72.94	94205	0.782	14133
AF	AF_W	Low	Sierra Leone	284	413	872	4.4	4.8	7.7	18.5	21.3	26.4	50.19	7075641	0.42	695
AS	AS_S	High	Singapore	1001	1969	2700	17.9	30.7	40.4	40	47	53	82.64	5612300	0.925	52239
E	E_E	High	Slovakia	1114	1411	1773	20.5	26.4	36.2	39.1	45.2	49	76.04	5435343	0.845	16082
E	E_S	High	Slovenia	521	672	757	25.2	32.7	39	43.1	48.1	49.3	80.08	2065895	0.89	20690
O	ME	Lower-middle	Solomon Is.	30	52	107	5.2	6.9	10.8	19.9	23.2	27.9	67.53	642000	0.515	1842
AF	AF_E	Low	Somalia	482	736	1401	4.5	4.5	5.2	16.5	17.7	20.8	54.88	14743000		14
AF	AF_S	Upper-middle	South Africa	4209	6283	10061	7.7	10.5	15.4	25.7	29.3	33.9	57.11	56521900	0.666	5773
AF	AF_E	Low	S. Sudan	634	1007	1943	5.1	5.7	7.5	18.6	20.6	24.6	55.06	12575714	0.418	1067
E	E_S	High	Spain	11246	15361	18546	24.4	33.5	41.4	43.2	50.1	51.8	82.28	46528966	0.884	25865
AS	AS_S	Lower-middle	Sri Lanka	2887	4524	5951	13.9	21	28.6	32.3	37	42.5	74.64	21203000	0.766	3974
AF	AF_N	Lower-middle	Sudan	2081	3633	7406	5.2	6.4	9.2	19.4	22.3	26.2	63.08	40782742	0.49	1977
LAC	AM_S	Upper-middle	Suriname	56	94	133	10.2	15.7	21.4	29	32.7	37.9	70.9	541638	0.725	8985
AF	AF_S	Lower-middle	Swaziland	71	86	138	5.5	5.7	7.7	20.5	22.6	27.5	49.18	1132657	0.541	3212
E	E_N	High	Sweden	2497	3074	3513	25.5	28.6	29.6	41	41.8	42	81.93	10081396	0.913	50687
E	E_W	High	Switzerland	1955	2825	3461	23.6	30.6	34.5	42.3	45.1	46.9	82.66	8448585	0.939	80831
AS	AS_W	Lower-middle	Syria	1191	2556	5740	6.4	8.9	16.4	20.8	27.2	33.7	69.51	18270000	0.536	1535
AS	AS_E	High	Tajikistan	425	958	1886	5	8.6	13.2	22.5	24.8	29.6	69.07	8829300	0.627	926
AF	AF_E	Low	Tanzania	2552	4292	9942	4.8	5.2	7.2	17.3	18.8	22.2	64.04	57310000	0.531	877
E	E_S	Upper-middle	Macedonia	385	515	635	18.5	24.8	32.8	37.5	42.6	47.2	75.16	2073702	0.748	
AS	AS_S	Upper-middle	Thailand	10731	18355	23153	15.8	26.9	37.1	38	44.8	50.6	74.14	69037513	0.74	5815
AS	AS_S	Lower-middle	Timor-Leste	85	108	174	7.2	6.8	8.1	18.5	19.2	24.3	67.73	2101000	0.606	
AF	AF_W	Low	Togo	325	545	1277	4.5	5.2	8.1	18.7	21	24.6	59.01	7178000	0.487	559
O	PO	Upper-middle	Tonga	9	13	18	8.2	10.5	12.9	21.3	24.6	28.4	72.6	103252	0.721	3784
LAC	C	High	Trinidad and Tobago	193	277	364	14.2	20.2	28.2	33.8	40.2	42.6	70.23	1353895	0.78	19063
AF	AF_N	Upper-middle	Tunisia	1314	2247	3565	11.7	17.7	26.5	31.2	36.5	40.4	74.6	11304482	0.725	3661
AS	AS_W	Upper-middle	Turkey	8828	14911	25530	11.2	17	26.6	29.8	35.2	41.8	74.84	79814871	0.767	9126
AS	AS_E	Upper-middle	Turkmenistan	369	700	1196	6.9	11.4	18.2	26.4	31.5	36.7	65.39	5758000	0.692	6997
AF	AF_E	Low	Uganda	1474	2297	6160	3.8	3.7	6	15.9	18.1	21.9	57.25	37673800	0.493	648
E	E_E	Lower-middle	Ukraine	10118	10501	11046	22.6	25.7	31.5	40.3	44.1	43.7	70.76	42456012	0.743	2022
AS	AS_W	High	United Arab Emirates	215	1238	3004	2.3	11.3	23.5	33.3	36.6	43.4	76.67	9427000	0.84	40439
E	E_N	High	United Kingdom	14889	19521	23159	23	27.8	30.7	40	41.9	43.3	80.45	65648000	0.91	44162
NA	AM_N	High	United States	66545	92906	108326	20.7	26.1	27.9	38	40	41.7	78.88	325987000	0.92	56054
LAC	C	High	United States Virgin Islands	26	34	31	24.1	32.2	32.1	41	42.4	44.6	80.06	28514		
LAC	AM_S	High	Uruguay	657	796	1009	19.1	22.1	27.5	34.9	37.8	42.5	76.96	3493205	0.795	15574
AS	AS_E	Lower-middle	Uzbekistan	2218	4055	7086	7.4	11.8	19.1	26.3	31.4	36.4	68.25	32345000	0.701	2308
O	ME	Lower-middle	Vanuatu	17	32	68	6.5	9.1	14.2	22.2	25.2	30.2	71.48	277500	0.597	2783
LAC	AM_S	High	Venezuela	2925	5442	9097	9.4	14.8	21.9	27.4	32.1	38	73.95	31431164	0.767	11069
AS	AS_S	Lower-middle	Vietnam	9613	18425	31431	10.3	17.5	27.9	30.4	37	41.9	75.57	93700000	0.683	2068
AF	AF_N		W. Sahara	31	91	198	5.5	12.4	22	29.4	34.9	39.8	67.61	552628		
AS	AS_W	Lower-middle	Yemen	1254	1939	4688	4.7	5.3	9.9	19.3	23	29.6	63.51	28250000	0.482	1106
AF	AF_E	Lower-middle	Zambia	690	1047	2829	4.3	4.1	6.6	16.9	18.5	21.4	58.75	16405229	0.579	1311
AF	AF_E	Low	Zimbabwe	686	973	3014	4.4	4.6	10.2	18.9	21.6	27.5	54.78	14542235	0.516	890
